,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,zona,indice_rt
7171,2021-01-30,ITA,14,Molise,41.55774754,14.65916051,54,8,62,1053,1115,44,83,6879,267,,,8261,136872,124044.0,0.0,8261.0,0.0,136674.0,198.0,gialla,1.2241234822166205
7192,2021-01-31,ITA,14,Molise,41.55774754,14.65916051,58,9,67,1092,1159,44,93,6928,267,,,8354,137879,124927.0,1.0,8354.0,0.0,137681.0,198.0,gialla,1.234950190678582
7213,2021-02-01,ITA,14,Molise,41.55774754,14.65916051,61,9,70,1136,1206,47,54,6934,268,,,8408,138414,125442.0,0.0,8408.0,0.0,138216.0,198.0,gialla,1.1921839135992747
7234,2021-02-02,ITA,14,Molise,41.55774754,14.65916051,58,8,66,1112,1178,-28,31,6989,272,,,8439,138859,125800.0,2.0,8439.0,0.0,138651.0,208.0,gialla,1.2048810476272906
7255,2021-02-03,ITA,14,Molise,41.55774754,14.65916051,65,6,71,1111,1182,4,78,7059,276,,,8517,140097,126865.0,0.0,8517.0,0.0,139889.0,208.0,gialla,1.1613106499286237
7276,2021-02-04,ITA,14,Molise,41.55774754,14.65916051,62,11,73,1155,1228,46,80,7087,282,,,8597,140848,127479.0,6.0,8597.0,0.0,140576.0,272.0,gialla,1.1246185441069654
7297,2021-02-05,ITA,14,Molise,41.55774754,14.65916051,65,10,75,1218,1293,65,101,7121,284,,,8698,141789,128346.0,0.0,8698.0,0.0,141517.0,272.0,gialla,1.1654166491721134
7318,2021-02-06,ITA,14,Molise,41.55774754,14.65916051,66,12,78,1235,1313,20,78,7178,285,,,8776,142685,129134.0,3.0,8776.0,0.0,142413.0,272.0,gialla,1.1399264606477817
7339,2021-02-07,ITA,14,Molise,41.55774754,14.65916051,69,11,80,1275,1355,42,91,7224,288,,,8867,143474,129826.0,0.0,8867.0,0.0,143195.0,279.0,gialla,1.2415048893338005
7360,2021-02-08,ITA,14,Molise,41.55774754,14.65916051,71,11,82,1322,1404,49,84,7254,293,,,8951,144168,130457.0,2.0,8951.0,0.0,143889.0,279.0,gialla,1.196826252461846
7381,2021-02-09,ITA,14,Molise,41.55774754,14.65916051,69,10,79,1275,1354,-50,21,7323,295,,,8972,144666,130850.0,0.0,8972.0,0.0,144387.0,279.0,gialla,1.1736121097598975
7402,2021-02-10,ITA,14,Molise,41.55774754,14.65916051,66,9,75,1388,1463,109,144,7357,296,,,9116,145763,131844.0,0.0,9116.0,0.0,145475.0,288.0,gialla,1.1385350184026692
7423,2021-02-11,ITA,14,Molise,41.55774754,14.65916051,67,6,73,1428,1501,38,75,7388,302,,,9191,146462,132482.0,0.0,9191.0,0.0,146174.0,288.0,gialla,1.1506084404707957
7444,2021-02-12,ITA,14,Molise,41.55774754,14.65916051,64,8,72,1460,1532,31,107,7463,303,,,9298,147578,133476.0,2.0,9298.0,0.0,147290.0,288.0,gialla,1.0587402096673382
7465,2021-02-13,ITA,14,Molise,41.55774754,14.65916051,66,8,74,1469,1543,11,73,7522,306,,,9371,148581,134356.0,1.0,9371.0,0.0,148293.0,288.0,gialla,1.0248682833925302
7486,2021-02-14,ITA,14,Molise,41.55774754,14.65916051,69,9,78,1507,1585,42,112,7590,308,,,9483,150003,135627.0,1.0,9483.0,0.0,149715.0,288.0,gialla,0.9717883296357764
7507,2021-02-15,ITA,14,Molise,41.55774754,14.65916051,74,11,85,1481,1566,-19,41,7648,310,,,9524,150395,135968.0,3.0,9524.0,0.0,150107.0,288.0,gialla,1.112633417241498
7528,2021-02-16,ITA,14,Molise,41.55774754,14.65916051,80,11,91,1423,1514,-52,7,7703,314,,,9531,150753,136259.0,1.0,9531.0,0.0,150465.0,288.0,gialla,1.1123717209721895
7549,2021-02-17,ITA,14,Molise,41.55774754,14.65916051,77,12,89,1465,1554,40,120,7778,319,,,9651,152150,137465.0,2.0,9651.0,0.0,151862.0,288.0,gialla,1.135537026479711
7570,2021-02-18,ITA,14,Molise,41.55774754,14.65916051,77,12,89,1531,1620,66,149,7858,322,,,9800,153353,138593.0,0.0,9800.0,0.0,153065.0,288.0,gialla,1.0495875130881054
7591,2021-02-19,ITA,14,Molise,41.55774754,14.65916051,80,11,91,1592,1683,63,114,7904,327,,,9914,154240,139428.0,0.0,9914.0,0.0,153950.0,290.0,gialla,1.1124351055540276
7612,2021-02-20,ITA,14,Molise,41.55774754,14.65916051,91,13,104,1603,1707,24,93,7969,331,,,10007,155374,140464.0,2.0,10007.0,0.0,155084.0,290.0,gialla,1.1466742032403783
7633,2021-02-21,ITA,14,Molise,41.55774754,14.65916051,91,14,105,1584,1689,-18,67,8052,333,,,10074,156374,141404.0,2.0,10074.0,0.0,156083.0,291.0,arancione,1.1100171058338357
7654,2021-02-22,ITA,14,Molise,41.55774754,14.65916051,97,13,110,1592,1702,13,83,8119,336,,,10157,157152,142082.0,0.0,10157.0,0.0,156861.0,291.0,arancione,0.9418280611815512
7675,2021-02-23,ITA,14,Molise,41.55774754,14.65916051,106,15,121,1600,1721,19,26,8121,341,,,10183,157502,142405.0,4.0,10183.0,0.0,157211.0,291.0,arancione,0.9704210699002258
7696,2021-02-24,ITA,14,Molise,41.55774754,14.65916051,96,14,110,1599,1709,-12,110,8236,343,,,10288,158805,143615.0,1.0,10288.0,0.0,158512.0,293.0,arancione,0.9250420477039099
7717,2021-02-25,ITA,14,Molise,41.55774754,14.65916051,109,15,124,1574,1698,-11,65,8309,346,,,10353,159605,144368.0,1.0,10353.0,0.0,159312.0,293.0,arancione,1.0588622104187249
7738,2021-02-26,ITA,14,Molise,41.55774754,14.65916051,95,16,111,1635,1746,48,131,8389,349,,,10484,160696,145391.0,3.0,10484.0,0.0,160403.0,293.0,arancione,0.9879184781393142
7759,2021-02-27,ITA,14,Molise,41.55774754,14.65916051,95,17,112,1626,1738,-8,63,8460,349,,,10547,161549,146158.0,1.0,10547.0,0.0,161256.0,293.0,arancione,0.9753964663836818
7780,2021-02-28,ITA,14,Molise,41.55774754,14.65916051,95,17,112,1664,1776,38,144,8564,351,,,10691,162671,147198.0,0.0,10691.0,0.0,162378.0,293.0,arancione,0.9874644245512336
7801,2021-03-01,ITA,14,Molise,41.55774754,14.65916051,98,19,117,1617,1734,-42,41,8646,352,,,10732,162905,147422.0,2.0,10732.0,0.0,162612.0,293.0,rossa,0.9730599161813175
7822,2021-03-02,ITA,14,Molise,41.55774754,14.65916051,94,19,113,1571,1684,-50,18,8712,354,,,10750,163421,147903.0,1.0,10750.0,0.0,163128.0,293.0,rossa,0.9986644986354918
7843,2021-03-03,ITA,14,Molise,41.55774754,14.65916051,94,19,113,1645,1758,74,116,8751,357,,,10866,164799,149194.0,1.0,10866.0,0.0,164506.0,293.0,rossa,0.9786549703376829
7864,2021-03-04,ITA,14,Molise,41.55774754,14.65916051,100,21,121,1604,1725,-33,56,8838,359,,,10922,165549,149906.0,3.0,10922.0,0.0,165256.0,293.0,rossa,0.8556948832246487
7885,2021-03-05,ITA,14,Molise,41.55774754,14.65916051,96,19,115,1643,1758,33,137,8931,370,,,11059,166470,150752.0,1.0,11059.0,0.0,166177.0,293.0,rossa,0.8518041974276584
7906,2021-03-06,ITA,14,Molise,41.55774754,14.65916051,89,19,108,1585,1693,-65,49,9042,373,,,11108,167177,151412.0,0.0,11108.0,0.0,166884.0,293.0,rossa,0.8683953848268164
7927,2021-03-07,ITA,14,Molise,41.55774754,14.65916051,94,19,113,1563,1676,-17,67,9121,378,,,11175,168062,152251.0,2.0,11175.0,0.0,167769.0,293.0,rossa,0.8281474783644759
7948,2021-03-08,ITA,14,Molise,41.55774754,14.65916051,95,20,115,1510,1625,-51,35,9206,379,,,11210,168528,152677.0,1.0,11210.0,0.0,168235.0,293.0,rossa,0.9079589867776876
7969,2021-03-09,ITA,14,Molise,41.55774754,14.65916051,99,26,125,1459,1584,-41,24,9271,379,,,11234,169009,153118.0,6.0,11234.0,0.0,168716.0,293.0,rossa,0.8062684193318593
7990,2021-03-10,ITA,14,Molise,41.55774754,14.65916051,99,24,123,1450,1573,-11,80,9360,381,,,11314,170315,154301.0,0.0,11314.0,0.0,170022.0,293.0,rossa,0.9354475543250312
8011,2021-03-11,ITA,14,Molise,41.55774754,14.65916051,105,20,125,1424,1549,-24,84,9462,387,,,11398,171059,154997.0,0.0,11398.0,0.0,170766.0,293.0,rossa,0.9208081438538255
8032,2021-03-12,ITA,14,Molise,41.55774754,14.65916051,102,18,120,1440,1560,11,73,9516,395,,,11471,172010,155857.0,0.0,11471.0,0.0,171717.0,293.0,rossa,0.8936120724838148
8053,2021-03-13,ITA,14,Molise,41.55774754,14.65916051,101,18,119,1461,1580,20,104,9598,397,,,11575,172869,156640.0,0.0,11575.0,0.0,172576.0,293.0,rossa,0.8882444491134517
8074,2021-03-14,ITA,14,Molise,41.55774754,14.65916051,96,18,114,1446,1560,-20,52,9668,399,,,11627,173775,157468.0,0.0,11627.0,0.0,173482.0,293.0,rossa,0.903294798412657
8095,2021-03-15,ITA,14,Molise,41.55774754,14.65916051,101,20,121,1402,1523,-37,17,9721,400,,,11644,173946,157630.0,2.0,11644.0,0.0,173653.0,293.0,rossa,0.914618055160262
8116,2021-03-16,ITA,14,Molise,41.55774754,14.65916051,90,19,109,1384,1493,-30,18,9767,402,,,11662,174490,158135.0,0.0,11662.0,0.0,174197.0,293.0,rossa,0.858724204952361
8137,2021-03-17,ITA,14,Molise,41.55774754,14.65916051,96,17,113,1343,1456,-37,77,9877,406,,,11739,175614,159159.0,0.0,11739.0,0.0,175321.0,293.0,rossa,0.7949706387799934
8158,2021-03-18,ITA,14,Molise,41.55774754,14.65916051,93,14,107,1302,1409,-47,81,10000,411,,,11820,176206,159725.0,0.0,11820.0,0.0,175913.0,293.0,rossa,0.8251937319402929
8179,2021-03-19,ITA,14,Molise,41.55774754,14.65916051,93,14,107,1293,1400,-9,41,10046,415,,,11861,176779,160236.0,1.0,11861.0,0.0,176486.0,293.0,rossa,0.8386974742541461
8200,2021-03-20,ITA,14,Molise,41.55774754,14.65916051,97,16,113,1234,1347,-53,62,10159,417,,,11923,177610,160998.0,2.0,11923.0,0.0,177317.0,293.0,rossa,0.8688291570025005
8221,2021-03-21,ITA,14,Molise,41.55774754,14.65916051,100,16,116,1231,1347,0,57,10216,417,,,11980,178401,161699.0,0.0,11980.0,0.0,178108.0,293.0,rossa,0.7695241925399381
8242,2021-03-22,ITA,14,Molise,41.55774754,14.65916051,94,19,113,1193,1306,-41,18,10270,422,,,11998,178606,161884.0,4.0,11998.0,0.0,178313.0,293.0,arancione,0.6439253347592079
8263,2021-03-23,ITA,14,Molise,41.55774754,14.65916051,91,17,108,1064,1172,-134,27,10429,424,,,12025,179419,162305.0,0.0,12025.0,0.0,179126.0,293.0,arancione,0.7188725355496494
8284,2021-03-24,ITA,14,Molise,41.55774754,14.65916051,89,17,106,1012,1118,-54,29,10510,426,,,12054,180071,162908.0,1.0,12054.0,0.0,179778.0,293.0,arancione,0.6665274262908165
8305,2021-03-25,ITA,14,Molise,41.55774754,14.65916051,87,16,103,955,1058,-60,21,10590,427,,,12075,180804,163542.0,0.0,12075.0,0.0,180511.0,293.0,arancione,0.7956290309027451
8326,2021-03-26,ITA,14,Molise,41.55774754,14.65916051,77,17,94,945,1039,-19,53,10661,428,,,12128,182226,164280.0,1.0,12128.0,0.0,181933.0,293.0,arancione,0.7989459915651042
8347,2021-03-27,ITA,14,Molise,41.55774754,14.65916051,74,17,91,931,1022,-17,31,10706,431,,,12159,182521,164557.0,1.0,12159.0,0.0,182228.0,293.0,arancione,0.0
